date;state;country;confirmed
2020-02-12;no;Burkina Faso;0
2020-02-12;no;Burma;0
2020-02-12;no;Burundi;0
2020-02-12;no;Cabo Verde;0
2020-02-12;no;Cambodia;1
2020-02-12;no;Cameroon;0
2020-02-12;no;Central African Republic;0
2020-02-12;no;Chad;0
2020-02-12;no;Chile;0
2020-02-12;no;Colombia;0
2020-02-12;no;Comoros;0
2020-02-12;no;Congo (Brazzaville);0
2020-02-12;no;Congo (Kinshasa);0
2020-02-12;no;Costa Rica;0
2020-02-12;no;Cote d'Ivoire;0
2020-02-12;no;Croatia;0
2020-02-12;no;Cuba;0
2020-02-12;no;Cyprus;0
2020-02-12;no;Czechia;0
2020-02-12;no;Denmark;0
2020-02-12;no;Diamond Princess;175
2020-02-12;no;Djibouti;0
2020-02-12;no;Dominica;0
2020-02-12;no;Dominican Republic;0
2020-02-12;no;Ecuador;0
2020-02-12;no;Egypt;0
2020-02-12;no;El Salvador;0
2020-02-12;no;Equatorial Guinea;0
2020-02-12;no;Eritrea;0
2020-02-12;no;Estonia;0
2020-02-12;no;Eswatini;0
2020-02-12;no;Ethiopia;0
2020-02-12;no;Fiji;0
2020-02-12;no;Finland;1
2020-02-12;no;France;11
2020-02-12;no;Gabon;0
2020-02-12;no;Gambia;0
2020-02-12;no;Georgia;0
2020-02-12;no;Germany;16
2020-02-12;no;Ghana;0
2020-02-12;no;Greece;0
2020-02-12;no;Grenada;0
2020-02-12;no;Guatemala;0
2020-02-12;no;Guinea;0
2020-02-12;no;Guinea-Bissau;0
2020-02-12;no;Guyana;0
2020-02-12;no;Haiti;0
2020-02-12;no;Holy See;0
2020-02-12;no;Honduras;0
2020-02-12;no;Hungary;0
2020-02-12;no;Iceland;0
2020-02-12;no;India;3
2020-02-12;no;Indonesia;0
2020-02-12;no;Iran;0
2020-02-12;no;Iraq;0
2020-02-12;no;Ireland;0
2020-02-12;no;Israel;0
2020-02-12;no;Italy;3
2020-02-12;no;Jamaica;0
2020-02-12;no;Japan;28
2020-02-12;no;Jordan;0
2020-02-12;no;Kazakhstan;0
2020-02-12;no;Kenya;0
2020-02-12;no;Korea, South;28
2020-02-12;no;Kosovo;0
2020-02-12;no;Kuwait;0
2020-02-12;no;Kyrgyzstan;0
2020-02-12;no;Laos;0
2020-02-12;no;Latvia;0
2020-02-12;no;Lebanon;0
2020-02-12;no;Lesotho;0
2020-02-12;no;Liberia;0
2020-02-12;no;Libya;0
2020-02-12;no;Liechtenstein;0
2020-02-12;no;Lithuania;0
2020-02-12;no;Luxembourg;0
2020-02-12;no;MS Zaandam;0
2020-02-12;no;Madagascar;0
2020-02-12;no;Malawi;0
2020-02-12;no;Malaysia;18
2020-02-12;no;Maldives;0
2020-02-12;no;Mali;0
2020-02-12;no;Malta;0
2020-02-12;no;Mauritania;0
2020-02-12;no;Mauritius;0
2020-02-12;no;Mexico;0
2020-02-12;no;Moldova;0
2020-02-12;no;Monaco;0
2020-02-12;no;Mongolia;0
2020-02-12;no;Montenegro;0
2020-02-12;no;Morocco;0
2020-02-12;no;Mozambique;0
2020-02-12;no;Namibia;0
2020-02-12;no;Nepal;1
2020-02-12;no;Netherlands;0
2020-02-12;no;New Zealand;0
2020-02-12;no;Nicaragua;0
2020-02-12;no;Niger;0
2020-02-12;no;Nigeria;0
2020-02-12;no;North Macedonia;0
2020-02-12;no;Norway;0
2020-02-12;no;Oman;0
2020-02-12;no;Pakistan;0
2020-02-12;no;Panama;0
2020-02-12;no;Papua New Guinea;0
2020-02-12;no;Paraguay;0
2020-02-12;no;Peru;0
2020-02-12;no;Philippines;3
2020-02-12;no;Poland;0
2020-02-12;no;Portugal;0
2020-02-12;no;Qatar;0
2020-02-12;no;Romania;0
2020-02-12;no;Russia;2
2020-02-12;no;Rwanda;0
2020-02-12;no;Saint Kitts and Nevis;0
2020-02-12;no;Saint Lucia;0
2020-02-12;no;Saint Vincent and the Grenadines;0
2020-02-12;no;San Marino;0
2020-02-12;no;Sao Tome and Principe;0
2020-02-12;no;Saudi Arabia;0
2020-02-12;no;Senegal;0
2020-02-12;no;Serbia;0
2020-02-12;no;Seychelles;0
2020-02-12;no;Sierra Leone;0
2020-02-12;no;Singapore;50
2020-02-12;no;Slovakia;0
2020-02-12;no;Slovenia;0
2020-02-12;no;Somalia;0
2020-02-12;no;South Africa;0
2020-02-12;no;South Sudan;0
2020-02-12;no;Spain;2
2020-02-12;no;Sri Lanka;1
2020-02-12;no;Sudan;0
2020-02-12;no;Suriname;0
2020-02-12;no;Sweden;1
2020-02-12;no;Switzerland;0
2020-02-12;no;Syria;0
2020-02-12;no;Taiwan*;18
2020-02-12;no;Tajikistan;0
2020-02-12;no;Tanzania;0
2020-02-12;no;Thailand;33
2020-02-12;no;Timor-Leste;0
2020-02-12;no;Togo;0
2020-02-12;no;Trinidad and Tobago;0
2020-02-12;no;Tunisia;0
2020-02-12;no;Turkey;0
2020-02-12;no;US;12
2020-02-12;no;Uganda;0
2020-02-12;no;Ukraine;0
2020-02-12;no;United Arab Emirates;8
2020-02-12;no;United Kingdom;9
2020-02-12;no;Uruguay;0
2020-02-12;no;Uzbekistan;0
2020-02-12;no;Venezuela;0
2020-02-12;no;Vietnam;15
2020-02-12;no;West Bank and Gaza;0
2020-02-12;no;Western Sahara;0
2020-02-12;no;Yemen;0
2020-02-12;no;Zambia;0
2020-02-12;no;Zimbabwe;0
2020-02-13;Alberta;Canada;0
2020-02-13;Anguilla;United Kingdom;0
2020-02-13;Anhui;China;910
2020-02-13;Aruba;Netherlands;0
2020-02-13;Australian Capital Territory;Australia;0
2020-02-13;Beijing;China;366
2020-02-13;Bermuda;United Kingdom;0
2020-02-13;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-13;British Columbia;Canada;4
2020-02-13;British Virgin Islands;United Kingdom;0
2020-02-13;Cayman Islands;United Kingdom;0
2020-02-13;Channel Islands;United Kingdom;0
2020-02-13;Chongqing;China;529
2020-02-13;Curacao;Netherlands;0
2020-02-13;Diamond Princess;Canada;0
2020-02-13;Falkland Islands (Malvinas);United Kingdom;0
2020-02-13;Faroe Islands;Denmark;0
2020-02-13;French Guiana;France;0
2020-02-13;French Polynesia;France;0
2020-02-13;Fujian;China;279
2020-02-13;Gansu;China;90
2020-02-13;Gibraltar;United Kingdom;0
2020-02-13;Grand Princess;Canada;0
2020-02-13;Greenland;Denmark;0
2020-02-13;Guadeloupe;France;0
2020-02-13;Guangdong;China;1241
2020-02-13;Guangxi;China;222
2020-02-13;Guizhou;China;135
2020-02-13;Hainan;China;157
2020-02-13;Hebei;China;265
2020-02-13;Heilongjiang;China;395
2020-02-13;Henan;China;1169
2020-02-13;Hong Kong;China;53
2020-02-13;Hubei;China;48206
2020-02-13;Hunan;China;968
2020-02-13;Inner Mongolia;China;61
2020-02-13;Isle of Man;United Kingdom;0
2020-02-13;Jiangsu;China;570
2020-02-13;Jiangxi;China;872
2020-02-13;Jilin;China;84
2020-02-13;Liaoning;China;117
2020-02-13;Macau;China;10
2020-02-13;Manitoba;Canada;0
2020-02-13;Martinique;France;0
2020-02-13;Mayotte;France;0
2020-02-13;Montserrat;United Kingdom;0
2020-02-13;New Brunswick;Canada;0
2020-02-13;New Caledonia;France;0
2020-02-13;New South Wales;Australia;4
2020-02-13;Newfoundland and Labrador;Canada;0
2020-02-13;Ningxia;China;64
2020-02-13;Northern Territory;Australia;0
2020-02-13;Northwest Territories;Canada;0
2020-02-13;Nova Scotia;Canada;0
2020-02-13;Ontario;Canada;3
2020-02-13;Prince Edward Island;Canada;0
2020-02-13;Qinghai;China;18
2020-02-13;Quebec;Canada;0
2020-02-13;Queensland;Australia;5
2020-02-13;Reunion;France;0
2020-02-13;Saint Barthelemy;France;0
2020-02-13;Saint Pierre and Miquelon;France;0
2020-02-13;Saskatchewan;Canada;0
2020-02-13;Shaanxi;China;229
2020-02-13;Shandong;China;509
2020-02-13;Shanghai;China;315
2020-02-13;Shanxi;China;126
2020-02-13;Sichuan;China;451
2020-02-13;Sint Maarten;Netherlands;0
2020-02-13;South Australia;Australia;2
2020-02-13;St Martin;France;0
2020-02-13;Tasmania;Australia;0
2020-02-13;Tianjin;China;119
2020-02-13;Tibet;China;1
2020-02-13;Turks and Caicos Islands;United Kingdom;0
2020-02-13;Victoria;Australia;4
2020-02-13;Western Australia;Australia;0
2020-02-13;Xinjiang;China;63
2020-02-13;Yukon;Canada;0
2020-02-13;Yunnan;China;156
2020-02-13;Zhejiang;China;1145
2020-02-13;no;Afghanistan;0
2020-02-13;no;Albania;0
2020-02-13;no;Algeria;0
2020-02-13;no;Andorra;0
2020-02-13;no;Angola;0
2020-02-13;no;Antigua and Barbuda;0
2020-02-13;no;Argentina;0
2020-02-13;no;Armenia;0
2020-02-13;no;Austria;0
2020-02-13;no;Azerbaijan;0
2020-02-13;no;Bahamas;0
2020-02-13;no;Bahrain;0
2020-02-13;no;Bangladesh;0
2020-02-13;no;Barbados;0
2020-02-13;no;Belarus;0
2020-02-13;no;Belgium;1
2020-02-13;no;Belize;0
2020-02-13;no;Benin;0
2020-02-13;no;Bhutan;0
2020-02-13;no;Bolivia;0
2020-02-13;no;Bosnia and Herzegovina;0
2020-02-13;no;Botswana;0
2020-02-13;no;Brazil;0
2020-02-13;no;Brunei;0
2020-02-13;no;Bulgaria;0
2020-02-13;no;Burkina Faso;0
2020-02-13;no;Burma;0
2020-02-13;no;Burundi;0
2020-02-13;no;Cabo Verde;0
2020-02-13;no;Cambodia;1
2020-02-13;no;Cameroon;0
2020-02-13;no;Central African Republic;0
2020-02-13;no;Chad;0
2020-02-13;no;Chile;0
2020-02-13;no;Colombia;0
2020-02-13;no;Comoros;0
2020-02-13;no;Congo (Brazzaville);0
2020-02-13;no;Congo (Kinshasa);0
2020-02-13;no;Costa Rica;0
2020-02-13;no;Cote d'Ivoire;0
2020-02-13;no;Croatia;0
2020-02-13;no;Cuba;0
2020-02-13;no;Cyprus;0
2020-02-13;no;Czechia;0
2020-02-13;no;Denmark;0
2020-02-13;no;Diamond Princess;175
2020-02-13;no;Djibouti;0
2020-02-13;no;Dominica;0
2020-02-13;no;Dominican Republic;0
2020-02-13;no;Ecuador;0
2020-02-13;no;Egypt;0
2020-02-13;no;El Salvador;0
2020-02-13;no;Equatorial Guinea;0
2020-02-13;no;Eritrea;0
2020-02-13;no;Estonia;0
2020-02-13;no;Eswatini;0
2020-02-13;no;Ethiopia;0
2020-02-13;no;Fiji;0
2020-02-13;no;Finland;1
2020-02-13;no;France;11
2020-02-13;no;Gabon;0
2020-02-13;no;Gambia;0
2020-02-13;no;Georgia;0
2020-02-13;no;Germany;16
2020-02-13;no;Ghana;0
2020-02-13;no;Greece;0
2020-02-13;no;Grenada;0
2020-02-13;no;Guatemala;0
2020-02-13;no;Guinea;0
2020-02-13;no;Guinea-Bissau;0
2020-02-13;no;Guyana;0
2020-02-13;no;Haiti;0
2020-02-13;no;Holy See;0
2020-02-13;no;Honduras;0
2020-02-13;no;Hungary;0
2020-02-13;no;Iceland;0
2020-02-13;no;India;3
2020-02-13;no;Indonesia;0
2020-02-13;no;Iran;0
2020-02-13;no;Iraq;0
2020-02-13;no;Ireland;0
2020-02-13;no;Israel;0
2020-02-13;no;Italy;3
2020-02-13;no;Jamaica;0
2020-02-13;no;Japan;28
2020-02-13;no;Jordan;0
2020-02-13;no;Kazakhstan;0
2020-02-13;no;Kenya;0
2020-02-13;no;Korea, South;28
2020-02-13;no;Kosovo;0
2020-02-13;no;Kuwait;0
2020-02-13;no;Kyrgyzstan;0
2020-02-13;no;Laos;0
2020-02-13;no;Latvia;0
2020-02-13;no;Lebanon;0
2020-02-13;no;Lesotho;0
2020-02-13;no;Liberia;0
2020-02-13;no;Libya;0
2020-02-13;no;Liechtenstein;0
2020-02-13;no;Lithuania;0
2020-02-13;no;Luxembourg;0
2020-02-13;no;MS Zaandam;0
2020-02-13;no;Madagascar;0
2020-02-13;no;Malawi;0
2020-02-13;no;Malaysia;19
2020-02-13;no;Maldives;0
2020-02-13;no;Mali;0
2020-02-13;no;Malta;0
2020-02-13;no;Mauritania;0
2020-02-13;no;Mauritius;0
2020-02-13;no;Mexico;0
2020-02-13;no;Moldova;0
2020-02-13;no;Monaco;0
2020-02-13;no;Mongolia;0
2020-02-13;no;Montenegro;0
2020-02-13;no;Morocco;0
2020-02-13;no;Mozambique;0
2020-02-13;no;Namibia;0
2020-02-13;no;Nepal;1
2020-02-13;no;Netherlands;0
2020-02-13;no;New Zealand;0
2020-02-13;no;Nicaragua;0
2020-02-13;no;Niger;0
2020-02-13;no;Nigeria;0
2020-02-13;no;North Macedonia;0
2020-02-13;no;Norway;0
2020-02-13;no;Oman;0
2020-02-13;no;Pakistan;0
2020-02-13;no;Panama;0
2020-02-13;no;Papua New Guinea;0
2020-02-13;no;Paraguay;0
2020-02-13;no;Peru;0
2020-02-13;no;Philippines;3
2020-02-13;no;Poland;0
2020-02-13;no;Portugal;0
2020-02-13;no;Qatar;0
2020-02-13;no;Romania;0
2020-02-13;no;Russia;2
2020-02-13;no;Rwanda;0
2020-02-13;no;Saint Kitts and Nevis;0
2020-02-13;no;Saint Lucia;0
2020-02-13;no;Saint Vincent and the Grenadines;0
2020-02-13;no;San Marino;0
2020-02-13;no;Sao Tome and Principe;0
2020-02-13;no;Saudi Arabia;0
2020-02-13;no;Senegal;0
2020-02-13;no;Serbia;0
2020-02-13;no;Seychelles;0
2020-02-13;no;Sierra Leone;0
2020-02-13;no;Singapore;58
2020-02-13;no;Slovakia;0
2020-02-13;no;Slovenia;0
2020-02-13;no;Somalia;0
2020-02-13;no;South Africa;0
2020-02-13;no;South Sudan;0
2020-02-13;no;Spain;2
2020-02-13;no;Sri Lanka;1
2020-02-13;no;Sudan;0
2020-02-13;no;Suriname;0
2020-02-13;no;Sweden;1
2020-02-13;no;Switzerland;0
2020-02-13;no;Syria;0
2020-02-13;no;Taiwan*;18
2020-02-13;no;Tajikistan;0
2020-02-13;no;Tanzania;0
2020-02-13;no;Thailand;33
2020-02-13;no;Timor-Leste;0
2020-02-13;no;Togo;0
2020-02-13;no;Trinidad and Tobago;0
2020-02-13;no;Tunisia;0
2020-02-13;no;Turkey;0
2020-02-13;no;US;13
2020-02-13;no;Uganda;0
2020-02-13;no;Ukraine;0
2020-02-13;no;United Arab Emirates;8
2020-02-13;no;United Kingdom;9
2020-02-13;no;Uruguay;0
2020-02-13;no;Uzbekistan;0
2020-02-13;no;Venezuela;0
2020-02-13;no;Vietnam;16
2020-02-13;no;West Bank and Gaza;0
2020-02-13;no;Western Sahara;0
2020-02-13;no;Yemen;0
2020-02-13;no;Zambia;0
2020-02-13;no;Zimbabwe;0
2020-02-14;Alberta;Canada;0
2020-02-14;Anguilla;United Kingdom;0
2020-02-14;Anhui;China;934
2020-02-14;Aruba;Netherlands;0
2020-02-14;Australian Capital Territory;Australia;0
2020-02-14;Beijing;China;372
2020-02-14;Bermuda;United Kingdom;0
2020-02-14;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-14;British Columbia;Canada;4
2020-02-14;British Virgin Islands;United Kingdom;0
2020-02-14;Cayman Islands;United Kingdom;0
2020-02-14;Channel Islands;United Kingdom;0
2020-02-14;Chongqing;China;537
2020-02-14;Curacao;Netherlands;0
2020-02-14;Diamond Princess;Canada;0
2020-02-14;Falkland Islands (Malvinas);United Kingdom;0
2020-02-14;Faroe Islands;Denmark;0
2020-02-14;French Guiana;France;0
2020-02-14;French Polynesia;France;0
2020-02-14;Fujian;China;281
2020-02-14;Gansu;China;90
2020-02-14;Gibraltar;United Kingdom;0
2020-02-14;Grand Princess;Canada;0
2020-02-14;Greenland;Denmark;0
2020-02-14;Guadeloupe;France;0
2020-02-14;Guangdong;China;1261
2020-02-14;Guangxi;China;226
2020-02-14;Guizhou;China;140
2020-02-14;Hainan;China;159
2020-02-14;Hebei;China;283
2020-02-14;Heilongjiang;China;419
2020-02-14;Henan;China;1184
2020-02-14;Hong Kong;China;56
2020-02-14;Hubei;China;54406
2020-02-14;Hunan;China;988
2020-02-14;Inner Mongolia;China;65
2020-02-14;Isle of Man;United Kingdom;0
2020-02-14;Jiangsu;China;593
2020-02-14;Jiangxi;China;900
2020-02-14;Jilin;China;86
2020-02-14;Liaoning;China;119
2020-02-14;Macau;China;10
2020-02-14;Manitoba;Canada;0
2020-02-14;Martinique;France;0
2020-02-14;Mayotte;France;0
2020-02-14;Montserrat;United Kingdom;0
2020-02-14;New Brunswick;Canada;0
2020-02-14;New Caledonia;France;0
2020-02-14;New South Wales;Australia;4
2020-02-14;Newfoundland and Labrador;Canada;0
2020-02-14;Ningxia;China;67
2020-02-14;Northern Territory;Australia;0
2020-02-14;Northwest Territories;Canada;0
2020-02-14;Nova Scotia;Canada;0
2020-02-14;Ontario;Canada;3
2020-02-14;Prince Edward Island;Canada;0
2020-02-14;Qinghai;China;18
2020-02-14;Quebec;Canada;0
2020-02-14;Queensland;Australia;5
2020-02-14;Reunion;France;0
2020-02-14;Saint Barthelemy;France;0
2020-02-14;Saint Pierre and Miquelon;France;0
2020-02-14;Saskatchewan;Canada;0
2020-02-14;Shaanxi;China;230
2020-02-14;Shandong;China;523
2020-02-14;Shanghai;China;318
2020-02-14;Shanxi;China;127
2020-02-14;Sichuan;China;463
2020-02-14;Sint Maarten;Netherlands;0
2020-02-14;South Australia;Australia;2
2020-02-14;St Martin;France;0
2020-02-14;Tasmania;Australia;0
2020-02-14;Tianjin;China;120
2020-02-14;Tibet;China;1
2020-02-14;Turks and Caicos Islands;United Kingdom;0
2020-02-14;Victoria;Australia;4
2020-02-14;Western Australia;Australia;0
2020-02-14;Xinjiang;China;65
2020-02-14;Yukon;Canada;0
2020-02-14;Yunnan;China;162
2020-02-14;Zhejiang;China;1155
2020-02-14;no;Afghanistan;0
2020-02-14;no;Albania;0
2020-02-14;no;Algeria;0
2020-02-14;no;Andorra;0
2020-02-14;no;Angola;0
2020-02-14;no;Antigua and Barbuda;0
2020-02-14;no;Argentina;0
2020-02-14;no;Armenia;0
2020-02-14;no;Austria;0
2020-02-14;no;Azerbaijan;0
2020-02-14;no;Bahamas;0
2020-02-14;no;Bahrain;0
2020-02-14;no;Bangladesh;0
2020-02-14;no;Barbados;0
2020-02-14;no;Belarus;0
2020-02-14;no;Belgium;1
2020-02-14;no;Belize;0
2020-02-14;no;Benin;0
2020-02-14;no;Bhutan;0
2020-02-14;no;Bolivia;0
2020-02-14;no;Bosnia and Herzegovina;0
2020-02-14;no;Botswana;0
2020-02-14;no;Brazil;0
2020-02-14;no;Brunei;0
2020-02-14;no;Bulgaria;0
2020-02-14;no;Burkina Faso;0
2020-02-14;no;Burma;0
2020-02-14;no;Burundi;0
2020-02-14;no;Cabo Verde;0
2020-02-14;no;Cambodia;1
2020-02-14;no;Cameroon;0
2020-02-14;no;Central African Republic;0
2020-02-14;no;Chad;0
2020-02-14;no;Chile;0
2020-02-14;no;Colombia;0
2020-02-14;no;Comoros;0
2020-02-14;no;Congo (Brazzaville);0
2020-02-14;no;Congo (Kinshasa);0
2020-02-14;no;Costa Rica;0
2020-02-14;no;Cote d'Ivoire;0
2020-02-14;no;Croatia;0
2020-02-14;no;Cuba;0
2020-02-14;no;Cyprus;0
2020-02-14;no;Czechia;0
2020-02-14;no;Denmark;0
2020-02-14;no;Diamond Princess;218
2020-02-14;no;Djibouti;0
2020-02-14;no;Dominica;0
2020-02-14;no;Dominican Republic;0
2020-02-14;no;Ecuador;0
2020-02-14;no;Egypt;1
2020-02-14;no;El Salvador;0
2020-02-14;no;Equatorial Guinea;0
2020-02-14;no;Eritrea;0
2020-02-14;no;Estonia;0
2020-02-14;no;Eswatini;0
2020-02-14;no;Ethiopia;0
2020-02-14;no;Fiji;0
2020-02-14;no;Finland;1
2020-02-14;no;France;11
2020-02-14;no;Gabon;0
2020-02-14;no;Gambia;0
2020-02-14;no;Georgia;0
2020-02-14;no;Germany;16
2020-02-14;no;Ghana;0
2020-02-14;no;Greece;0
2020-02-14;no;Grenada;0
2020-02-14;no;Guatemala;0
2020-02-14;no;Guinea;0
2020-02-14;no;Guinea-Bissau;0
2020-02-14;no;Guyana;0
2020-02-14;no;Haiti;0
2020-02-14;no;Holy See;0
2020-02-14;no;Honduras;0
2020-02-14;no;Hungary;0
2020-02-14;no;Iceland;0
2020-02-14;no;India;3
2020-02-14;no;Indonesia;0
2020-02-14;no;Iran;0
2020-02-14;no;Iraq;0
2020-02-14;no;Ireland;0
2020-02-14;no;Israel;0
2020-02-14;no;Italy;3
2020-02-14;no;Jamaica;0
2020-02-14;no;Japan;29
2020-02-14;no;Jordan;0
2020-02-14;no;Kazakhstan;0
2020-02-14;no;Kenya;0
2020-02-14;no;Korea, South;28
2020-02-14;no;Kosovo;0
2020-02-14;no;Kuwait;0
2020-02-14;no;Kyrgyzstan;0
2020-02-14;no;Laos;0
2020-02-14;no;Latvia;0
2020-02-14;no;Lebanon;0
2020-02-14;no;Lesotho;0
2020-02-14;no;Liberia;0
2020-02-14;no;Libya;0
2020-02-14;no;Liechtenstein;0
2020-02-14;no;Lithuania;0
2020-02-14;no;Luxembourg;0
2020-02-14;no;MS Zaandam;0
2020-02-14;no;Madagascar;0
2020-02-14;no;Malawi;0
2020-02-14;no;Malaysia;19
2020-02-14;no;Maldives;0
2020-02-14;no;Mali;0
2020-02-14;no;Malta;0
2020-02-14;no;Mauritania;0
2020-02-14;no;Mauritius;0
2020-02-14;no;Mexico;0
2020-02-14;no;Moldova;0
2020-02-14;no;Monaco;0
2020-02-14;no;Mongolia;0
2020-02-14;no;Montenegro;0
2020-02-14;no;Morocco;0
2020-02-14;no;Mozambique;0
2020-02-14;no;Namibia;0
2020-02-14;no;Nepal;1
2020-02-14;no;Netherlands;0
2020-02-14;no;New Zealand;0
2020-02-14;no;Nicaragua;0
2020-02-14;no;Niger;0
2020-02-14;no;Nigeria;0
2020-02-14;no;North Macedonia;0
2020-02-14;no;Norway;0
2020-02-14;no;Oman;0
2020-02-14;no;Pakistan;0
2020-02-14;no;Panama;0
2020-02-14;no;Papua New Guinea;0
2020-02-14;no;Paraguay;0
2020-02-14;no;Peru;0
2020-02-14;no;Philippines;3
2020-02-14;no;Poland;0
2020-02-14;no;Portugal;0
2020-02-14;no;Qatar;0
2020-02-14;no;Romania;0
2020-02-14;no;Russia;2
2020-02-14;no;Rwanda;0
2020-02-14;no;Saint Kitts and Nevis;0
2020-02-14;no;Saint Lucia;0
2020-02-14;no;Saint Vincent and the Grenadines;0
2020-02-14;no;San Marino;0
2020-02-14;no;Sao Tome and Principe;0
2020-02-14;no;Saudi Arabia;0
2020-02-14;no;Senegal;0
2020-02-14;no;Serbia;0
2020-02-14;no;Seychelles;0
2020-02-14;no;Sierra Leone;0
2020-02-14;no;Singapore;67
2020-02-14;no;Slovakia;0
2020-02-14;no;Slovenia;0
2020-02-14;no;Somalia;0
2020-02-14;no;South Africa;0
2020-02-14;no;South Sudan;0
2020-02-14;no;Spain;2
2020-02-14;no;Sri Lanka;1
2020-02-14;no;Sudan;0
2020-02-14;no;Suriname;0
2020-02-14;no;Sweden;1
2020-02-14;no;Switzerland;0
2020-02-14;no;Syria;0
2020-02-14;no;Taiwan*;18
2020-02-14;no;Tajikistan;0
2020-02-14;no;Tanzania;0
2020-02-14;no;Thailand;33
2020-02-14;no;Timor-Leste;0
2020-02-14;no;Togo;0
2020-02-14;no;Trinidad and Tobago;0
2020-02-14;no;Tunisia;0
2020-02-14;no;Turkey;0
2020-02-14;no;US;13
2020-02-14;no;Uganda;0
2020-02-14;no;Ukraine;0
2020-02-14;no;United Arab Emirates;8
2020-02-14;no;United Kingdom;9
2020-02-14;no;Uruguay;0
2020-02-14;no;Uzbekistan;0
2020-02-14;no;Venezuela;0
2020-02-14;no;Vietnam;16
2020-02-14;no;West Bank and Gaza;0
2020-02-14;no;Western Sahara;0
2020-02-14;no;Yemen;0
2020-02-14;no;Zambia;0
2020-02-14;no;Zimbabwe;0
2020-02-15;Alberta;Canada;0
2020-02-15;Anguilla;United Kingdom;0
2020-02-15;Anhui;China;950
2020-02-15;Aruba;Netherlands;0
2020-02-15;Australian Capital Territory;Australia;0
2020-02-15;Beijing;China;375
2020-02-15;Bermuda;United Kingdom;0
2020-02-15;Bonaire, Sint Eustatius and Saba;Netherlands;0
2020-02-15;British Columbia;Canada;4
2020-02-15;British Virgin Islands;United Kingdom;0
2020-02-15;Cayman Islands;United Kingdom;0
2020-02-15;Channel Islands;United Kingdom;0
2020-02-15;Chongqing;China;544
2020-02-15;Curacao;Netherlands;0
2020-02-15;Diamond Princess;Canada;0
2020-02-15;Falkland Islands (Malvinas);United Kingdom;0
2020-02-15;Faroe Islands;Denmark;0
2020-02-15;French Guiana;France;0
2020-02-15;French Polynesia;France;0
2020-02-15;Fujian;China;285
2020-02-15;Gansu;China;90
2020-02-15;Gibraltar;United Kingdom;0
2020-02-15;Grand Princess;Canada;0
2020-02-15;Greenland;Denmark;0
2020-02-15;Guadeloupe;France;0
2020-02-15;Guangdong;China;1294
2020-02-15;Guangxi;China;235
2020-02-15;Guizhou;China;143
2020-02-15;Hainan;China;162
2020-02-15;Hebei;China;291
2020-02-15;Heilongjiang;China;425
2020-02-15;Henan;China;1212
2020-02-15;Hong Kong;China;56
2020-02-15;Hubei;China;56249
2020-02-15;Hunan;China;1001
2020-02-15;Inner Mongolia;China;68
2020-02-15;Isle of Man;United Kingdom;0
2020-02-15;Jiangsu;China;604
2020-02-15;Jiangxi;China;913
2020-02-15;Jilin;China;88
2020-02-15;Liaoning;China;119
2020-02-15;Macau;China;10
2020-02-15;Manitoba;Canada;0
2020-02-15;Martinique;France;0
2020-02-15;Mayotte;France;0
2020-02-15;Montserrat;United Kingdom;0
2020-02-15;New Brunswick;Canada;0
2020-02-15;New Caledonia;France;0
2020-02-15;New South Wales;Australia;4
2020-02-15;Newfoundland and Labrador;Canada;0
2020-02-15;Ningxia;China;70
2020-02-15;Northern Territory;Australia;0
2020-02-15;Northwest Territories;Canada;0
2020-02-15;Nova Scotia;Canada;0
2020-02-15;Ontario;Canada;3
2020-02-15;Prince Edward Island;Canada;0
2020-02-15;Qinghai;China;18
2020-02-15;Quebec;Canada;0
2020-02-15;Queensland;Australia;5
2020-02-15;Reunion;France;0
2020-02-15;Saint Barthelemy;France;0
2020-02-15;Saint Pierre and Miquelon;France;0
2020-02-15;Saskatchewan;Canada;0
2020-02-15;Shaanxi;China;232
2020-02-15;Shandong;China;532
2020-02-15;Shanghai;China;326
2020-02-15;Shanxi;China;128
2020-02-15;Sichuan;China;470
2020-02-15;Sint Maarten;Netherlands;0
2020-02-15;South Australia;Australia;2
2020-02-15;St Martin;France;0
2020-02-15;Tasmania;Australia;0
2020-02-15;Tianjin;China;122
2020-02-15;Tibet;China;1
2020-02-15;Turks and Caicos Islands;United Kingdom;0
2020-02-15;Victoria;Australia;4
2020-02-15;Western Australia;Australia;0
2020-02-15;Xinjiang;China;70
2020-02-15;Yukon;Canada;0
2020-02-15;Yunnan;China;168
2020-02-15;Zhejiang;China;1162
2020-02-15;no;Afghanistan;0
2020-02-15;no;Albania;0
2020-02-15;no;Algeria;0
2020-02-15;no;Andorra;0
2020-02-15;no;Angola;0
2020-02-15;no;Antigua and Barbuda;0
2020-02-15;no;Argentina;0
2020-02-15;no;Armenia;0
2020-02-15;no;Austria;0
2020-02-15;no;Azerbaijan;0
2020-02-15;no;Bahamas;0
2020-02-15;no;Bahrain;0
2020-02-15;no;Bangladesh;0
2020-02-15;no;Barbados;0
2020-02-15;no;Belarus;0
2020-02-15;no;Belgium;1
2020-02-15;no;Belize;0
2020-02-15;no;Benin;0
2020-02-15;no;Bhutan;0
2020-02-15;no;Bolivia;0
